"workerid","prime","target","accuracy","rt","responded","age","gender","ethnicity","expt"
"A16M46MK3XDRCL","w","neutral",1,468,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,438,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,437,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,327,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,367,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,483,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,483,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,472,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,364,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,486,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,423,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,484,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,419,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,435,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,413,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,397,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,413,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,380,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,497,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,393,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,457,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,478,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,417,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,421,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,347,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,378,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",0,436,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,458,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,443,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,401,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,402,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,402,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,363,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,403,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",0,491,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,431,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,366,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,458,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,444,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,388,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,369,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,449,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,363,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,353,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,390,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,467,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,472,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,469,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,452,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,477,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,379,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",0,372,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,430,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,408,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,398,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",0,424,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,379,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,362,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,449,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,418,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",0,0,0,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,393,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",1,462,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","neutral",0,385,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",0,447,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,417,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,418,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,422,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,432,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","neutral",1,472,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,385,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,438,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","b","threat",1,372,1,"39","0","1","Face->Gun"
"A16M46MK3XDRCL","w","threat",1,384,1,"39","0","1","Face->Gun"
"A16TESTJICU76L","b","neutral",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,450,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,308,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,460,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,116,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,261,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,228,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,252,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,228,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,316,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,210,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,173,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,251,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,324,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,76,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,237,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,236,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,260,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,71,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,472,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,107,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,427,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,411,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,228,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,162,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,133,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,91,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,76,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,59,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,148,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,109,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,188,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,174,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,301,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,196,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,124,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,284,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,220,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,116,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,419,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",0,241,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,307,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,108,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,131,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,108,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,65,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",1,92,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,212,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,172,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,52,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,92,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,92,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",0,194,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,0,0,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,355,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,45,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,155,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,155,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,53,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,173,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,114,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,69,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,29,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,35,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,29,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,12,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,75,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",0,165,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","threat",0,16,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","threat",1,26,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,485,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",1,460,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,459,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",0,187,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","w","neutral",0,137,1,"24","1","5","Face->Gun"
"A16TESTJICU76L","b","neutral",1,77,1,"24","1","5","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,276,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,278,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,274,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,285,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,295,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,403,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,492,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,267,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,222,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,316,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,185,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,436,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",0,0,0,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,315,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,305,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",0,384,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",0,0,0,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,309,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,344,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,397,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,307,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,288,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,358,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,326,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,235,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,247,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,274,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,395,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",0,276,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,417,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,304,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,406,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,311,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,263,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,302,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,406,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,258,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",0,295,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",0,348,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,257,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",1,265,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,101,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,300,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,192,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,100,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",0,437,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,346,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,356,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,405,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,494,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,453,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",0,244,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,383,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,399,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,305,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,333,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,482,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,329,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,423,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,432,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,306,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,359,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,379,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,302,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,227,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,325,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,214,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,289,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","neutral",1,253,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,227,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,242,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,268,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,248,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,249,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","neutral",0,357,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",1,318,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","b","threat",0,254,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",0,125,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,247,1,"29","1","1","Face->Gun"
"A18T7E73TNGOKP","w","threat",1,167,1,"29","1","1","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,471,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,465,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,470,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",1,471,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,352,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,350,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,392,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,230,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,432,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,431,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,430,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,148,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,186,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",1,189,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,127,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,310,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,352,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,473,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,391,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",1,391,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,392,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,393,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,474,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,421,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,348,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,270,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,471,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,289,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,148,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,270,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,229,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",1,108,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,351,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,286,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,65,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,229,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,140,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,187,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,472,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,351,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,310,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,148,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",1,66,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,352,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,310,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",1,148,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",1,270,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","threat",0,218,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,67,1,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","threat",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","w","neutral",0,0,0,"19","1","5","Face->Gun"
"A1AQI9O8MNVL91","b","neutral",0,0,0,"19","1","5","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","threat",1,456,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,383,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",1,463,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","threat",1,491,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","threat",1,423,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",1,472,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",1,431,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",1,479,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,383,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,430,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","neutral",1,470,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","threat",1,448,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,384,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","b","threat",0,430,1,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","threat",0,0,0,"34","0","1","Face->Gun"
"A1FUBGE9CHDHU6","w","neutral",0,0,0,"34","0","1","Face->Gun"
