"workerid","prime","target","accuracy","rt","responded","age","gender","ethnicity","expt"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,256,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,216,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,225,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,274,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,402,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,331,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,321,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,332,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,186,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,218,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,362,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,371,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,331,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,420,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,459,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,241,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,275,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,428,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,418,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,235,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,242,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,363,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,202,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,93,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,346,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,139,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,187,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,282,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,234,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,0,0,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,188,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,91,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,122,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,59,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,195,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,260,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,196,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,92,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,138,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,60,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,34,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,26,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,42,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,42,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,27,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,156,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,203,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,258,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,315,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,220,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,194,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,195,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,308,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,364,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,345,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,260,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",1,259,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",0,217,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,250,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,225,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","threat",1,330,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",1,268,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",0,274,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","w","neutral",1,195,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","threat",0,307,1,"30","1","4","Face->Gun"
"A3BYQN1F2YZIJL","b","neutral",0,131,1,"30","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,477,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,0,0,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,0,0,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,469,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,411,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,412,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,393,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,349,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,424,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,401,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,406,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,430,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,391,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,387,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,304,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,381,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,344,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,384,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,435,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,403,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,383,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,395,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,419,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,426,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,439,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,437,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,467,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,404,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,447,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,402,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,428,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,470,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,403,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,404,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,0,0,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,388,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,360,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,386,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,402,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,321,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,446,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,430,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,361,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,416,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,409,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,449,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,436,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,405,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,391,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,0,0,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,429,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,346,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,362,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,368,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,356,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,381,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,282,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,368,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,338,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,383,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,411,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,414,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,399,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",0,384,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,440,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,416,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,428,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,457,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,440,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",0,384,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,267,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,409,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",1,502,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",0,465,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","neutral",1,344,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,475,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,457,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","neutral",0,0,0,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","w","threat",1,459,1,"28","1","4","Face->Gun"
"A3F23C3ABMM0W0","b","threat",1,303,1,"28","1","4","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,377,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,475,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,372,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,430,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",1,498,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,466,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,393,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",1,432,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,320,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,385,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,434,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,447,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,337,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,432,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,498,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,431,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,429,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,306,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,369,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,418,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,396,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,339,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,466,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,376,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,354,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,321,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,258,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,322,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,266,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,450,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,450,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,401,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,386,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,418,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,433,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,448,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,367,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,259,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",1,369,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,322,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,281,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,306,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,307,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,314,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,286,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,348,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,345,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,242,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,370,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,418,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",1,298,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,450,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,0,0,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,283,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,290,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",0,296,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,322,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,416,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","threat",1,338,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",1,310,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",1,269,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","threat",0,354,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",0,321,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","w","neutral",1,206,1,"45","1","1","Face->Gun"
"A3F7NONJ6GB64T","b","neutral",0,161,1,"45","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,475,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,455,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,410,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,481,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,470,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,471,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,450,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,499,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,477,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,386,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,497,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,383,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,454,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,419,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",1,483,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",1,428,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,476,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",1,439,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",1,490,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,378,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,490,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,447,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,483,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,473,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,494,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,411,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,467,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,455,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,405,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,412,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,448,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,406,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,489,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,368,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,491,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,383,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,386,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,454,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,442,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,372,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,395,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,477,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,392,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,466,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,481,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,395,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,376,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,406,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,427,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,498,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,464,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,416,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,485,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","threat",1,497,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,393,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,495,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","neutral",0,429,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,483,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",0,0,0,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",1,485,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","w","neutral",0,456,1,"35","1","1","Face->Gun"
"A3F90N8YVKJ4I7","b","threat",1,463,1,"35","1","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",1,409,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","threat",1,390,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","threat",0,0,0,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","threat",1,499,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",0,368,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",0,0,0,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","threat",0,0,0,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","threat",0,342,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","threat",1,312,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",1,316,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","neutral",0,340,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","neutral",0,0,0,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",0,483,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","neutral",0,458,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",0,0,0,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","threat",0,376,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","threat",1,375,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","w","neutral",1,450,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","threat",1,388,1,"31","0","1","Face->Gun"
"A3GITAGLIO551J","b","neutral",1,292,1,"31","0","1","Face->Gun"
